node idx,node anomaly score
1801,-3.6599336
1802,-3.4812026
1804,-3.6835985
1807,-4.8978887
1808,-6.5757747
1813,-4.3180923
1815,-0.65228647
1816,-5.2543917
1817,-4.6273165
1821,-4.318183
1829,-3.978667
1833,-4.312535
1834,-4.08993
1836,-6.751128
1842,-3.9155831
1845,-4.3657107
1846,-5.4891343
1847,-4.4766383
1848,-4.087459
1849,-3.9832785
1851,-5.8972855
1853,-5.5321054
1855,-4.837916
1857,-4.1057067
1862,-4.9219465
1863,-6.1328826
1865,-5.4656577
1867,-3.4591448
1868,-5.004898
1872,-5.1107416
1876,-3.2637095
1879,-7.026544
1884,-5.16261
1885,-4.283891
1886,-4.5936565
1888,-5.585644
1893,-5.7812905
1897,-5.9593544
1898,-0.1800454
1899,-4.3088665
1900,-5.482012
1902,-3.915587
1907,-5.953931
1908,-4.5007315
1910,-7.4847507
1912,-5.173053
1915,-2.3667161
1916,-4.508109
1923,-7.9252806
1925,-4.659895
1926,-5.0032506
1929,-6.106198
1930,-4.2731767
1931,-3.51936
1932,-5.7439985
1934,-5.9485683
1937,-4.25485
1938,-7.8557334
1941,-5.0338783
1943,-5.2763987
1945,-4.5793257
1948,-3.4518669
1949,-3.8424687
1957,-4.718353
1960,-5.090465
1962,-5.965537
1967,-5.1371813
1968,-7.2161555
1970,-4.1586204
1978,-5.8487964
1979,-5.4686027
1981,-4.0343866
1982,-7.479619
1991,-4.705147
1997,-5.1653147
2000,-1.3902738
2001,-4.616548
2003,-5.964874
2008,-4.0061245
2011,-4.323019
2013,-4.812155
2014,-6.4308906
2015,-4.40825
2019,-5.780457
2020,-7.4915133
2027,-5.760082
2029,-4.5181665
2035,-4.710423
2037,-4.757726
2038,-4.330926
2039,-5.746381
2041,-5.4949827
2042,-5.566209
2045,-4.0749965
2046,-4.2823825
2049,-5.06975
2050,-5.1773195
2051,-4.0621905
2054,-5.8960705
2056,-5.692346
2060,-4.93939
2062,-6.8939595
2064,-4.451625
2065,-4.8381524
2071,-4.3483076
2077,-4.692111
2078,-3.9423735
2084,-5.359428
2087,-5.0200195
2088,-5.5888324
2089,-5.345941
2092,-7.1416674
2093,-5.309997
2095,-4.8003054
2098,-4.389471
2099,-5.333815
2102,-7.8106966
2103,-4.549163
2105,-4.708641
2107,-4.795456
2108,-6.3885627
2109,-5.9944053
2114,-6.177162
2117,-5.715311
2119,-4.673721
2122,-4.73909
2124,-5.562022
2128,-3.37786
2129,-7.6463046
2130,-6.6316533
2132,-4.125024
2138,-4.8544874
2141,-5.7355733
2142,-3.7350087
2145,-5.005107
2146,-5.1297927
2147,-6.619438
2148,-5.74545
2150,-4.4662504
2151,-13.070221
2152,-4.733648
2154,-5.3385677
2157,-4.0717726
2162,-4.0563498
2163,-6.4079695
2165,-3.7540636
2167,-3.7625408
2169,-6.146758
2171,-4.24314
2177,-4.7171226
2180,-5.447086
2181,-4.506448
2184,-5.6558785
2186,-10.218448
2188,-4.6063595
2192,-4.1310544
2193,-6.235523
2195,-7.1327825
2201,-4.5353575
2203,-10.004699
2204,-8.673825
2205,-2.7912867
2206,-4.5499806
2207,-7.5605645
2209,-4.0808234
2212,-9.160425
2216,-4.516635
2221,-4.226125
2222,-8.139834
2223,-7.239897
2224,-3.5851443
2226,-5.7389746
2228,-5.3080063
2231,-4.8780713
2234,-9.136376
2235,-6.367261
2236,-5.4253745
2237,-2.5793412
2241,-4.109789
2243,-4.353488
2251,-4.42807
2252,-5.4352484
2253,-6.5771155
2254,-6.6895
2256,-6.9198833
2257,-4.894726
2258,-13.28425
2260,-6.2850566
2261,-5.9326158
2264,-5.301682
2268,-3.8815334
2276,-3.6545398
2277,-5.127387
2287,-3.8090777
2289,-4.857775
2291,-2.8491187
2293,-4.2322435
2294,-5.2098346
2298,-3.836784
2300,-4.448212
2301,-4.106708
2304,-5.195395
2306,-6.860104
2307,-4.7876897
2308,-4.9565425
2309,-3.9339416
2310,-4.320227
2315,-5.315871
2318,-7.821462
2320,-5.628347
2321,-7.6795835
2322,-4.093659
2324,-5.8740764
2325,-3.9798994
2327,-3.8574328
2330,-5.1344256
2334,-3.795142
2338,-5.799685
2341,-4.0698543
2342,-7.6839294
2343,-4.4017105
2350,-5.8783393
2353,-5.7665877
2354,-3.7813773
2355,-7.7093105
2357,-4.3243175
2358,-6.0452747
2359,-6.411067
2360,-5.2953486
2361,-5.8769803
2362,-5.687084
2363,-4.7050977
2364,-5.211929
2365,-5.352935
2366,-3.811685
2367,-5.7467184
2368,-4.4221954
2370,-5.2379756
2378,-5.0848994
2380,-5.9143887
2384,-6.2881947
2385,-5.0293946
2386,-5.031152
2387,-4.791031
2388,-4.828493
2393,-8.760397
2397,-4.8828607
2398,-5.442025
2403,-6.2264247
2404,-2.0556219
2407,-7.4995713
2409,-4.5319066
2414,-4.327472
2417,-3.7043276
2418,-3.9996638
2420,-4.6216755
2422,-3.7184203
2424,-5.555991
2425,-6.6524305
2429,-8.652517
2431,-6.332875
2432,-4.7816224
2434,-4.5722785
2436,-5.7323484
2440,-5.412627
2442,-5.728314
2444,-4.77409
2452,-5.6217384
2453,-5.1341867
2454,-6.842801
2455,-7.1128106
2460,-4.3250194
2461,-8.199714
2464,-6.6616187
2473,-5.4801865
2474,-5.4520164
2475,-4.6179786
2476,-5.389284
2477,-1.4559559
2480,-5.3117247
2482,-4.2259345
2484,-5.9466925
2487,-5.436347
2489,-4.3499985
2490,-7.5203032
2491,-5.022816
2493,-2.9147875
2494,-2.6899297
2499,-0.16478826
2502,-4.1401734
2505,-4.599237
2513,-4.2035575
2515,-5.7562428
2517,-5.9301205
2518,-5.7398276
2519,-6.9551997
2520,-5.7234564
2521,-5.153693
2525,-0.37636253
2527,-4.2003164
2530,-4.3703456
2533,-5.6347513
2535,-4.149492
2537,-0.014315408
2543,-5.874339
2551,-6.0639133
2559,-5.4242744
2566,-4.632102
2569,-4.766779
2572,-0.08987534
2573,-4.03807
2574,-6.0266805
2576,-4.269111
2581,-5.227226
2586,-6.0094056
2587,-5.472194
2588,-5.7474017
2594,-5.6156096
2597,-4.837669
2598,-5.505618
2603,-6.6460657
2606,-9.172336
2607,-4.848111
2608,-4.0646462
2609,-4.254034
2615,-3.7127824
2617,-4.5297327
2619,-6.8842006
2622,-17.13414
2623,-5.787369
2625,-8.731534
2629,-5.916598
2634,-7.0263915
2637,-7.9441423
2638,-7.982008
2642,-6.4737196
2644,-4.4557204
2650,-5.8061843
2651,-5.106449
2652,-3.976795
2653,-7.0743113
2658,-5.500216
2660,-9.770386
2664,-6.6583257
2665,-3.6911364
2672,-8.801632
2674,-4.757004
2675,-4.5560503
2677,-4.717613
2679,-4.4357185
2681,-3.7336674
2683,-4.182245
2685,-5.4325614
2686,-4.2209783
2690,-4.0902867
2691,-4.2276764
2695,-3.6496923
2697,-4.6277018
2698,-4.1699233
2699,-4.482499
2704,-5.0386233
2713,-11.696627
2715,-4.081662
2716,-4.232692
2718,-6.7544303
2721,-6.3010235
2726,-4.519235
2728,-3.44468
2729,-4.2894363
2730,-4.2862477
2733,-4.904308
2735,-5.568642
2736,-6.510933
2737,-4.195135
2740,-3.266615
2741,-5.126168
2742,-4.7775383
2744,-3.9664173
2750,-6.4940453
2751,-9.958634
2752,-3.792075
2753,-4.9164047
2757,-4.6021366
2758,-8.063478
2760,-5.174048
2761,-4.6594043
2765,-3.878585
2767,-3.0780313
2769,-4.9617248
2770,-5.6137123
2772,-6.7924533
2774,-22.562296
2775,-5.4419446
2776,-5.2813206
2777,-3.1119788
2778,-4.812719
2780,-6.4191647
2788,-7.8642244
2790,-7.15367
2791,-4.1408534
2792,-5.450468
2793,-6.2608657
2797,-4.665128
2798,-3.7749467
2799,-3.4816241
2802,-5.0266347
2803,-4.5917215
2804,-4.1160703
2807,-4.148802
2811,-7.805398
2814,-4.445424
2815,-4.2127085
2820,-6.0202413
2826,-4.2589903
2827,-4.591271
2828,-9.840683
2829,-6.128385
2832,-5.804553
2833,-4.0860534
2834,-4.1517687
2836,-4.1029353
2837,-5.1875033
2843,-4.1889405
2844,-5.43014
2845,-4.2900677
2846,-4.8369093
2848,-7.758101
2849,-4.6645513
2850,-4.1276903
2853,-5.4925776
2856,-0.0034064383
2858,-5.717298
2859,-3.8604252
2861,-5.341818
2862,-4.7413235
2864,-6.6128435
2867,-4.0522385
2869,-4.86006
2870,-4.0999303
2876,-5.3101807
2883,-6.769597
2884,-3.7669048
2885,-5.9618278
2886,-4.4132857
2890,-6.4563136
2892,-5.715017
2893,-5.5794225
2897,-4.677894
2898,-2.3712626
2901,-5.3521442
2902,-4.508783
2903,-6.1262493
2904,-4.3565965
2907,-7.6940145
2909,-4.3723936
2911,-5.347012
2912,-5.302476
2914,-4.230713
2916,-12.726511
2917,-5.1109614
2919,-2.719916
2920,-4.885212
2922,-5.30861
2927,-5.3249907
2933,-4.0764694
2935,-5.129243
2939,-5.231645
2941,-4.2837157
2942,-4.87589
2944,-4.350991
2945,-2.7146392
2949,-4.347471
2952,-4.318978
2954,-4.2105446
2957,-4.7670703
2958,-4.549728
2961,-4.6405
2962,-3.6945717
2964,-4.989125
2966,-4.967377
2971,-8.584179
2972,-4.238094
2974,-5.2877126
2975,-3.883126
2979,-5.7217326
2980,-3.517975
2982,-12.73235
2984,-4.053809
2987,-4.791601
2989,-6.6620116
2994,-4.564132
2998,-5.085685
2999,-4.224967
3001,-4.5351067
3004,-1.4853756
3012,-4.1551743
3013,-4.6072106
3018,-3.368532
3020,-4.4843855
3025,-8.345738
3027,-7.3908434
3029,-7.8477187
3030,-4.91125
3033,-5.3752112
3036,-4.710413
3038,-4.055449
3040,-4.6760163
3041,-4.4960737
3044,-4.8620586
3045,-5.0390415
3046,-3.7024016
3048,-3.2908926
3054,-7.743294
3055,-6.1666913
3056,-5.4787855
3058,-0.37044
3060,-6.091233
3067,-4.0749288
3071,-5.9236646
3073,-5.0476203
3075,-8.991063
3078,-4.267706
3079,-4.4178247
3080,-4.45362
3082,-6.1298757
3083,-5.495571
3089,-5.217249
3090,-6.6313043
3095,-3.0728023
3099,-3.8014228
3100,-0.74584204
3101,-5.996425
3104,-4.3251305
3105,-4.6327057
3107,-7.9238715
3108,-1.6022544
3112,-4.1362205
3115,-4.518503
3116,-2.7528868
3117,-3.1692188
3118,-5.1794515
3120,-5.356465
3126,-4.053211
3127,-4.271194
3128,-8.534491
3132,-7.37397
3134,-5.3753924
3135,-9.312493
3140,-7.7524004
3141,-4.483869
3143,-0.36165732
3144,-5.507586
3146,-3.8775017
3147,-4.063225
3150,-6.137306
3152,-7.490019
3153,-5.5985146
3157,-4.445195
3160,-3.7938733
3162,-5.7644267
3165,-5.1372995
3168,-7.146062
3172,-3.7507608
3174,-5.2155294
3175,-4.028906
3178,-5.317809
3179,-5.1738367
3180,-5.0231743
3182,-4.1944594
3183,-6.2304983
3184,-6.860441
3185,-1.9724725
3187,-4.373789
3192,-4.2296777
3198,-5.7742877
3202,-4.581689
3203,-5.842821
3204,-3.5896158
3208,-8.640265
3210,-3.2969558
3211,-4.088811
3214,-4.0951324
3215,-4.7445145
3220,-5.704475
3223,-6.0746665
3224,-5.1420655
3225,-4.181132
3226,-4.381027
3231,-4.4672384
3233,-5.719179
3236,-4.0313535
3237,-3.429814
3240,-6.299993
3243,-4.6528707
3244,-11.584696
3245,-2.1746264
3246,-4.6057544
3250,-5.87378
3251,-5.009486
3255,-6.3399506
3258,-0.9243014
3260,-9.4575
3263,-4.2058573
3266,-7.8622327
3270,-4.4887977
3276,-6.0998445
3280,-5.0276604
3281,-6.1383986
3282,-7.4884276
3285,-4.82308
3286,-3.5006824
3287,-3.9136877
3288,-4.2692065
3289,-4.566716
3292,-5.7423825
3293,-6.387817
3294,-4.5085425
3297,-6.115724
3300,-4.353029
3302,-4.685339
3306,-5.2571836
3310,-5.3931403
3312,-9.49731
3314,-4.455711
3315,-4.590871
3316,-5.9068327
3319,-4.312714
3322,-10.098008
3323,-3.6149344
3326,-4.9650235
3327,-4.472292
3330,-4.65759
3332,-6.681438
3338,-5.6590905
3341,-4.9304223
3348,-6.786267
3351,-5.504362
3354,-4.291982
3358,-6.154047
3359,-5.6794095
3365,-4.5361743
3368,-9.623168
3370,-4.7107644
3376,-6.3304524
3379,-4.499216
3380,-6.8180346
3383,-3.8512275
3385,-6.2100134
3386,-4.8605604
3387,-3.6636224
3404,-3.0402107
3409,-5.3100905
3410,-3.9119453
3412,-5.655927
3413,-7.107257
3414,-7.3480725
3416,-12.894429
3417,-4.1783056
3418,-4.730681
3422,-4.8319592
3423,-4.63351
3424,-5.016507
3426,-4.5621967
3427,-5.0393987
3428,-4.1613636
3429,-5.3908
3430,-3.6154132
3431,-5.9740047
3432,-4.403072
3433,-4.7266245
3437,-2.3295019
3438,-4.08469
3440,-4.080019
3448,-4.668791
3449,-4.450584
3450,-3.803101
3452,-5.4734983
3454,-5.8148923
3455,-6.5701923
3456,-6.498452
3458,-4.4809804
3462,-6.9353757
3464,-5.9759
3465,-10.346115
3466,-5.058144
3468,-4.3824825
3470,-4.373487
3476,-4.9595737
3477,-5.548546
3478,-5.0353928
3480,-3.8757799
3481,-5.668067
3482,-0.12425151
3484,-4.0340104
3485,-6.3295827
3487,-5.1319757
3493,-3.35557
3494,-4.9603276
3495,-4.541376
3501,-6.279485
3505,-6.578764
3506,-4.7266626
3511,-4.418064
3513,-4.571288
3516,-5.864068
3522,-3.2912517
3525,-6.738315
3526,-4.9198956
3529,-8.280146
3530,-6.8564
3532,-3.3886647
3534,-3.5725505
3538,-8.014081
3544,-4.280984
3545,-2.2643623
3546,-5.458541
3547,-7.1329427
3552,-4.491126
3555,-4.8853745
3556,-4.493239
3558,-5.6424246
3560,-6.7779093
3561,-4.2815323
3571,-6.939661
3572,-7.492513
3574,-10.665091
3577,-3.8075898
3579,-4.7789598
3581,-6.836397
3586,-9.452827
3588,-4.878735
3591,-4.8780336
3593,-6.807272
3594,-3.4311712
3595,-5.6271806
3598,-3.2351768
3600,-6.1519766
3602,-7.0816293
3607,-7.181422
3608,-5.683997
3614,-5.808229
3618,-3.7307463
3621,-5.9511943
3624,-5.44561
3625,-7.5930448
3626,-5.022648
3627,-0.097449124
3631,-5.100211
3633,-4.6675296
3634,-5.8549213
3639,-4.391148
3641,-3.5700805
3643,-3.6931674
3651,-4.707645
3654,-6.2860713
3656,-6.178457
3657,-2.4681878
3659,-5.6873527
3660,-3.939005
3661,-3.7134252
3667,-4.5756536
3676,-6.2999296
3677,-5.9588985
3678,-20.742096
3682,-1.1570778
3683,-5.28075
3687,-6.0805554
3688,-5.3049755
3689,-6.7752075
3690,-6.155871
3692,-5.7305655
3696,-3.2509112
3699,-3.5992687
3701,-4.574359
3702,-3.4139862
3705,-4.289521
3707,-6.6683097
3710,-4.223231
3712,-5.675111
3713,-6.9368525
3715,-5.898553
3716,-5.0261455
3717,-8.140145
3718,-11.848536
3720,-5.6500936
3727,-4.7182674
3730,-4.0747905
3732,-5.6443872
3737,-4.1690116
3738,-4.5614176
3741,-4.5842643
3744,-8.784234
3745,-2.8637328
3746,-4.1612267
3748,-16.322647
3752,-5.6714654
3754,-3.7262814
3756,-3.9865603
3759,-3.8614364
3762,-4.1734633
3769,-7.9949555
3770,-0.2380915
3780,-5.5895724
3781,-4.574462
3782,-4.7052345
3783,-4.359248
3784,-4.9684753
3786,-4.8106112
3787,-5.033382
3788,-4.6472793
3792,-5.4150033
3793,-3.825827
3795,-0.5620655
